1,8114.9411610000,8383.6911330000,8385.2298480000,8389.8375890000,8528.0411190000,8532.0762530000,8107.0044160000
2,7858.2947930000,8135.1391410000,8129.0810360000,8122.8810320000,8252.4244000000,8236.0970150000,7812.6322730000
3,7680.0858950000,7960.3230850000,7951.9413230000,7936.8139130000,8064.9338400000,8027.8698550000,7592.8663170000
4,7607.7720160000,7863.8985570000,7853.0642240000,7844.8497340000,7967.2997730000,7910.5161690000,7417.8933410000
5,7797.5387260000,8032.3939540000,8029.8811680000,8026.7690560000,8144.1824100000,7932.0243140000,7332.5651950000
6,8248.6349120000,8445.8640770000,8444.1318500000,8434.7504200000,8535.4597190000,8019.4260220000,7259.1058150000
7,8413.1739750000,8599.3467390000,8578.8325460000,8566.1190230000,8675.2536770000,8189.1331700000,7117.9800750000
8,8929.4063050000,9066.3217010000,9044.5101260000,9032.7628030000,9140.8658320000,8725.1869770000,7396.5474380000
9,9446.3819180000,9527.7787950000,9491.6680190000,9498.8270890000,9618.9108840000,9242.0509660000,7764.8515800000
10,9818.0130840000,9856.5547580000,9812.3017080000,9818.6141330000,9953.7213500000,9620.0414600000,8118.5906730000
11,10176.6870940000,10211.5526690000,10147.4493550000,10160.5685200000,10324.7453920000,9947.7083690000,8390.7185610000
12,10452.5911690000,10486.3961720000,10409.0882480000,10431.0001060000,10564.7474830000,10145.2081920000,8620.8651360000
13,10414.2523700000,10399.0200810000,10351.5003060000,10349.2505970000,10513.2517740000,10080.1400200000,8736.3903440000
14,10501.1982440000,10521.7514810000,10446.0639480000,10444.0000520000,10576.5928320000,9985.5962910000,8729.7038210000
15,10669.1311100000,10709.6615590000,10636.7988100000,10627.6275610000,10753.2360840000,9926.9692980000,8656.1079310000
16,10674.4421620000,10721.4236020000,10643.1798790000,10642.4864220000,10741.7799790000,9855.0791940000,8573.5527920000
17,10484.0618280000,10553.8617240000,10480.2277860000,10466.9972920000,10544.3942530000,9713.4754250000,8481.7521880000
18,10164.8458660000,10236.2995240000,10204.6880300000,10194.8620540000,10260.1387820000,9607.1198030000,8505.6183810000
19,11394.8569270000,11452.7047050000,11440.2844720000,11428.5632410000,11501.0103790000,10910.8163170000,9943.1242020000
20,11644.6538820000,11678.8948460000,11667.0712990000,11617.4643200000,11655.7862800000,11032.1020250000,10269.4062290000
21,11494.0967700000,11518.2230450000,11492.0818680000,11458.3676480000,11500.5507300000,10838.2893980000,10241.8760260000
22,10203.5479980000,10211.3685080000,10186.6097220000,10179.1567150000,10244.4981110000,9596.4036510000,9239.6323510000
23,9550.9861200000,9545.3222340000,9546.4210880000,9548.6686210000,9688.0987200000,9115.3057150000,8820.0818710000
24,8950.6755990000,8939.5584350000,8928.2342170000,8945.3065300000,9122.7057200000,8645.0762690000,8355.1436540000
